Unnamed: 0;geometry;label;date;tile_number;id;location_id;image_dir;chemin_directory;date_satellites_S1;nouveau_chemin;latitude_centroid;longitude_centroid;tempmax;tempmin;temp;feelslikemax;feelslikemin;feelslike;dew;humidity;precip;precipprob;precipcover;preciptype;snow;snowdepth;windgust;windspeed;winddir;pressure;cloudcover;visibility;solarradiation;solarenergy;uvindex;sunrise;sunriseEpoch;sunset;sunsetEpoch;moonphase;conditions;description;icon;stations;source;timezone;folder
2777;[[[32.629207, -20.150871], [32.629098, -20.197137], [32.678104, -20.197233], [32.678199, -20.150967], [32.629207, -20.150871]]];1;18/03/2019;-56;sen12floods_s1_labels_0200_2019_03_18;200;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0200_2019_03_18;'0200;20190318;['sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VH.tif', 'sen12flood\\0200\\S1A_IW_GRDH_1SDV_20190318T162351_20190318T162420_026394_02F415_5335_corrected_VV.tif'];-20.17405310158441;32.65365199515061;22.9;22.9;22.9;22.9;22.9;22.9;19.7;82.2;;0.0;0.0;;;;;5.4;130.0;;90.0;20.0;;;;05:52:22;1552881142;18:02:23;1552924943;0.41;Partially cloudy;Becoming cloudy in the afternoon.;partly-cloudy-day;['67983099999'];obs;Africa/Harare;200
2778;[[[48.686353, 31.005684], [48.687468, 30.959523], [48.741034, 30.96047], [48.739946, 31.006633], [48.686353, 31.005684]]];0;13/03/2019;-27;sen12floods_s1_labels_0229_2019_03_13;229;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0229_2019_03_13;'0229;20190313;['sen12flood\\0229\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VH.tif', 'sen12flood\\0229\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VV.tif'];30.98307944372286;48.713700350860144;25.7;10.5;19.2;25.7;10.5;19.2;5.1;44.7;;0.0;0.0;;;;;9.1;207.4;1017.6;32.1;9.7;;;;06:28:13;1552445893;18:21:40;1552488700;0.23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40780199999'];obs;Asia/Tehran;229
2779;[[[48.75178, 30.498821], [48.752841, 30.452654], [48.806131, 30.453561], [48.805095, 30.49973], [48.75178, 30.498821]]];0;14/04/2019;62;sen12floods_s1_labels_62_2019_04_14;62;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_62_2019_04_14;'62;20190414;['sen12flood\\62\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VH.tif', 'sen12flood\\62\\S1A_IW_GRDH_1SDV_20190414T024655_20190414T024720_026780_03023B_B70D_corrected_VV.tif'];30.476193309638976;48.77896186035081;33.3;19.0;25.7;31.3;19.0;25.1;11.4;45.2;;0.0;0.0;;;;;27.1;302.2;1008.8;2.3;10.0;;;;06:49:18;1555208358;19:41:41;1555254701;0.32;Clear;Clear conditions throughout the day.;clear-day;['OIAM', '40831099999', '40691099999', '40780199999', 'OIAA'];obs;Asia/Tehran;62
138;[[[34.810635, -19.634372], [34.811154, -19.680618], [34.859977, -19.680119], [34.859444, -19.633874], [34.810635, -19.634372]]];1;31/03/2019;-109;sen12floods_s1_labels_0147_2019_03_31;147;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0147_2019_03_31;'0147;20190331;['sen12flood\\0147\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0147\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif'];-19.65724685677284;34.8353024371992;30.0;23.0;26.6;35.1;23.0;28.7;23.3;83.2;0.0;0.0;0.0;;;;;31.7;175.2;1014.3;47.0;10.8;;;;05:47:07;1554004027;17:42:26;1554046946;0.84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;147
2781;[[[25.850806, -24.635189], [25.850383, -24.681421], [25.900982, -24.6818], [25.901387, -24.635567], [25.850806, -24.635189]]];0;26/12/2018;-122;sen12floods_s1_labels_0134_2018_12_26;134;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0134_2018_12_26;'0134;20181226;['sen12flood\\0134\\S1B_IW_GRDH_1SDV_20181226T165453_20181226T165522_014215_01A6D3_3910_corrected_VH.tif', 'sen12flood\\0134\\S1B_IW_GRDH_1SDV_20181226T165453_20181226T165522_014215_01A6D3_3910_corrected_VV.tif'];-24.65849562197996;25.875889566621613;39.0;24.0;33.3;36.5;24.0;31.6;8.0;23.3;;0.0;0.0;;;;;29.5;328.5;1012.7;33.0;10.0;;;;05:27:09;1545794829;19:06:48;1545844008;0.63;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FBSK', '68240099999'];obs;Africa/Gaborone;134
2782;[[[32.748663, -19.826124], [32.74859, -19.872393], [32.797496, -19.872455], [32.797555, -19.826187], [32.748663, -19.826124]]];0;23/02/2019;-38;sen12floods_s1_labels_0218_2019_02_23;218;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0218_2019_02_23;'0218;20190223;['sen12flood\\0218\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0218\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif'];-19.84929085367728;32.77307590877863;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;05:44:10;1550893450;18:20:09;1550938809;0.63;;;;;comb;Africa/Harare;218
2783;[[[-1.734277, 6.731243], [-1.734397, 6.684938], [-1.688083, 6.684817], [-1.687959, 6.731121], [-1.734277, 6.731243]]];0;28/12/2018;100;sen12floods_s1_labels_0100_2018_12_28;100;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0100_2018_12_28;'0100;20181228;['sen12flood\\0100\\S1B_IW_GRDH_1SDV_20181228T182549_20181228T182614_014246_01A7CD_D823_corrected_VH.tif', 'sen12flood\\0100\\S1B_IW_GRDH_1SDV_20181228T182549_20181228T182614_014246_01A7CD_D823_corrected_VV.tif'];6.708030083684137;-1.7111790816002164;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;06:16:19;1545977779;18:00:26;1546020026;0.7;;;;;comb;Africa/Accra;100
2784;[[[-1.549285, 6.638126], [-1.54942, 6.591825], [-1.503119, 6.591688], [-1.50298, 6.637988], [-1.549285, 6.638126]]];0;04/01/2019;50;sen12floods_s1_labels_50_2019_01_04;50;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_50_2019_01_04;'50;20190104;['sen12flood\\50\\S1B_IW_GRDH_1SDV_20190104T181741_20190104T181806_014348_01AB27_32F7_corrected_VH.tif', 'sen12flood\\50\\S1B_IW_GRDH_1SDV_20190104T181741_20190104T181806_014348_01AB27_32F7_corrected_VV.tif'];6.614907083803505;-1.526201081360221;33.0;25.4;29.3;32.0;25.4;29.6;18.2;55.7;;0.0;0.0;;;;;11.2;312.2;1013.1;17.5;6.6;;;;06:18:26;1546582706;18:03:27;1546625007;0.95;Clear;Clear conditions throughout the day.;clear-day;['DGSI', '65442099999'];obs;Africa/Accra;50
2785;[[[54.409551, 37.016495], [54.411115, 36.970389], [54.468579, 36.971629], [54.467049, 37.017737], [54.409551, 37.016495]]];0;05/05/2019;37;sen12floods_s1_labels_0293_2019_05_05;293;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0293_2019_05_05;'0293;20190505;['sen12flood\\0293\\S1A_IW_GRDH_1SDV_20190505T022015_20190505T022040_027086_030D4E_C350_corrected_VH.tif', 'sen12flood\\0293\\S1A_IW_GRDH_1SDV_20190505T022015_20190505T022040_027086_030D4E_C350_corrected_VV.tif'];36.99406477836472;54.43907355507559;26.0;16.0;20.1;26.0;16.0;20.1;16.1;78.5;0.0;0.0;0.0;;;;;25.6;263.1;1015.3;58.3;9.3;;;;05:54:12;1557019452;19:44:19;1557069259;0.0;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OINK', '38750099999', '40738099999', 'OING', '40739099999', '40735099999'];obs;Asia/Tehran;293
2786;[[[34.712523, -19.589079], [34.713013, -19.635328], [34.761825, -19.634857], [34.761321, -19.588609], [34.712523, -19.589079]]];1;01/04/2019;-116;sen12floods_s1_labels_0140_2019_04_01;140;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0140_2019_04_01;'0140;20190401;['sen12flood\\0140\\S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09_corrected_VH.tif', 'sen12flood\\0140\\S1B_IW_GRDH_1SDV_20190401T030823_20190401T030856_015607_01D42A_6D09_corrected_VV.tif'];-19.611969357021703;34.73717043582545;30.0;22.0;25.2;34.9;22.0;26.2;23.3;90.3;0.0;0.0;0.0;;;;;22.3;84.8;1012.4;32.9;10.5;;;;05:47:45;1554090465;17:42:00;1554133320;0.87;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQBR', '67297099999'];obs;Africa/Maputo;140
2787;[[[48.580978, 31.578358], [48.582169, 31.532204], [48.636056, 31.533212], [48.634891, 31.579367], [48.580978, 31.578358]]];0;01/03/2019;10;sen12floods_s1_labels_0266_2019_03_01;266;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0266_2019_03_01;'0266;20190301;['sen12flood\\0266\\S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6_corrected_VH.tif', 'sen12flood\\0266\\S1A_IW_GRDH_1SDV_20190301T145101_20190301T145126_026146_02EAEB_5BA6_corrected_VV.tif'];31.555787107183296;48.60852350257444;16.4;8.9;13.8;16.4;8.9;13.8;7.1;66.2;;0.0;0.0;;;;46.4;24.4;289.8;1006.0;46.6;8.8;;;;06:43:08;1551409988;18:13:15;1551451395;0.82;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAW', '40811099999', 'OIAI', '40812099999'];obs;Asia/Tehran;266
2788;[[[32.94428, -19.687485], [32.944264, -19.733755], [32.993128, -19.733763], [32.99313, -19.687494], [32.94428, -19.687485]]];1;31/03/2019;-49;sen12floods_s1_labels_0207_2019_03_31;207;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0207_2019_03_31;'0207;20190331;['sen12flood\\0207\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VH.tif', 'sen12flood\\0207\\S1A_IW_GRDH_1SDV_20190331T031706_20190331T031731_026576_02FABC_DD51_corrected_VV.tif', 'sen12flood\\0207\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VH.tif', 'sen12flood\\0207\\S1B_IW_GRDH_1SDV_20190331T161454_20190331T161529_015600_01D3F1_A8DB_corrected_VV.tif'];-19.710625354848474;32.968700411577245;27.1;19.1;22.6;28.0;19.1;22.7;18.7;81.2;0.0;0.0;0.0;;;;;14.8;124.7;1019.8;48.4;15.7;;;;05:54:36;1554004476;17:49:53;1554047393;0.84;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67295099999', '67897099999', '67983099999'];obs;Africa/Maputo;207
2789;[[[-1.688083, 6.684817], [-1.688206, 6.638513], [-1.641898, 6.638389], [-1.641771, 6.684691], [-1.688083, 6.684817]]];0;03/02/2019;106;sen12floods_s1_labels_0106_2019_02_03;106;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0106_2019_02_03;'0106;20190203;['sen12flood\\0106\\S1A_IW_GRDH_1SDV_20190203T181824_20190203T181849_025769_02DD8E_30F0_corrected_VH.tif', 'sen12flood\\0106\\S1A_IW_GRDH_1SDV_20190203T181824_20190203T181849_025769_02DD8E_30F0_corrected_VV.tif'];6.661602834177887;-1.6649896648898437;29.7;21.4;25.4;34.6;21.4;27.4;22.9;87.4;;0.0;0.0;;;;;5.4;246.7;1011.1;57.5;14.0;;;;06:24:56;1549175096;18:16:03;1549217763;0.95;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;106
2790;[[[32.94428, -19.687485], [32.944264, -19.733755], [32.993128, -19.733763], [32.99313, -19.687494], [32.94428, -19.687485]]];0;23/02/2019;-49;sen12floods_s1_labels_0207_2019_02_23;207;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0207_2019_02_23;'0207;20190223;['sen12flood\\0207\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VH.tif', 'sen12flood\\0207\\S1A_IW_GRDH_1SDV_20190223T031705_20190223T031730_026051_02E795_2CA5_corrected_VV.tif'];-19.710625354848474;32.968700411577245;28.4;18.1;23.1;29.0;18.1;23.2;17.8;74.2;0.0;0.0;0.0;;;;;11.2;134.9;1018.5;29.5;16.3;;;;05:43:29;1550893409;18:19:16;1550938756;0.63;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['67295099999', '67897099999', '67983099999'];obs;Africa/Maputo;207
2791;[[[48.687468, 30.959523], [48.688579, 30.913361], [48.74212, 30.914307], [48.741034, 30.96047], [48.687468, 30.959523]]];0;20/04/2019;-25;sen12floods_s1_labels_0231_2019_04_20;231;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0231_2019_04_20;'0231;20190420;['sen12flood\\0231\\S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983_corrected_VH.tif', 'sen12flood\\0231\\S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983_corrected_VV.tif'];30.936917047716285;48.71480026118061;30.9;19.0;25.5;29.2;19.0;25.0;9.4;39.0;;0.0;0.0;;;;29.5;20.2;334.1;1008.5;31.2;10.0;;;;06:42:26;1555726346;19:46:18;1555773378;0.53;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40831099999', '40780199999', 'OIAA'];obs;Asia/Tehran;231
2792;[[[32.639572, -19.970072], [32.639466, -20.016339], [32.688417, -20.016432], [32.688508, -19.970165], [32.639572, -19.970072]]];0;16/02/2019;-64;sen12floods_s1_labels_0192_2019_02_16;192;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0192_2019_02_16;'0192;20190216;['sen12flood\\0192\\S1B_IW_GRDH_1SDV_20190216T162250_20190216T162319_014973_01BF7C_993E_corrected_VH.tif', 'sen12flood\\0192\\S1B_IW_GRDH_1SDV_20190216T162250_20190216T162319_014973_01BF7C_993E_corrected_VV.tif', 'sen12flood\\0192\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VH.tif', 'sen12flood\\0192\\S1B_IW_GRDH_1SDV_20190216T162319_20190216T162344_014973_01BF7C_F567_corrected_VV.tif'];-19.99325318163357;32.66399074497178;;;;;;;;;;;0.0;;;;;0.0;;;;;;;;05:41:21;1550288481;18:25:14;1550334314;0.39;;;;;comb;Africa/Harare;192
2793;[[[32.748735, -19.779856], [32.748663, -19.826124], [32.797555, -19.826187], [32.797613, -19.779918], [32.748735, -19.779856]]];0;28/02/2019;-43;sen12floods_s1_labels_0213_2019_02_28;213;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0213_2019_02_28;'0213;20190228;['sen12flood\\0213\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VH.tif', 'sen12flood\\0213\\S1B_IW_GRDH_1SDV_20190228T162319_20190228T162344_015148_01C539_5754_corrected_VV.tif'];-19.803022354441875;32.77314158491835;29.6;23.4;26.1;31.5;23.4;27.0;20.4;71.6;;0.0;0.0;;;;;14.8;56.3;;7.5;27.7;;;;05:46:10;1551325570;18:16:32;1551370592;0.79;Clear;Clear conditions throughout the day.;clear-day;['67897099999', '67983099999', '67299199999'];obs;Africa/Harare;213
2794;[[[48.694098, 30.682547], [48.695195, 30.636384], [48.748582, 30.637319], [48.747512, 30.683485], [48.694098, 30.682547]]];0;13/04/2019;-13;sen12floods_s1_labels_0243_2019_04_13;243;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0243_2019_04_13;'0243;20190413;['sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57_corrected_VH.tif', 'sen12flood\\0243\\S1A_IW_GRDH_1SDV_20190413T144244_20190413T144309_026773_0301F5_9F57_corrected_VV.tif'];30.659935703654668;48.72134694768903;30.6;20.4;25.0;28.9;20.4;24.6;13.1;50.9;;0.0;0.0;;;;;23.5;333.2;1008.6;50.9;10.0;;;;06:50:30;1555122030;19:41:27;1555168287;0.28;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40831099999', '40811099999', '40780199999', 'OIAA'];obs;Asia/Tehran;243
2795;[[[146.900071, -19.276997], [146.900043, -19.323268], [146.948784, -19.323288], [146.948798, -19.277017], [146.900071, -19.276997]]];1;05/02/2019;56;sen12floods_s1_labels_56_2019_02_05;56;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_56_2019_02_05;'56;20190205;['sen12flood\\56\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VH.tif', 'sen12flood\\56\\S1B_IW_GRDH_1SDV_20190205T194327_20190205T194356_014815_01BA56_586F_corrected_VV.tif'];-19.30014360770331;146.924423998993;29.0;24.0;26.0;35.6;24.0;27.3;24.7;93.0;33.289;100.0;12.5;['rain'];;;;31.7;107.7;1000.1;66.4;9.1;;;;05:59:19;1549310359;18:52:57;1549356777;0.0;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['95296099999', 'CBGR', 'YBTL', '94294099999', '95295099999', '95293099999'];obs;Australia/Brisbane;56
2796;[[[146.60793, -19.184062], [146.60782, -19.230332], [146.656533, -19.23043], [146.656629, -19.184159], [146.60793, -19.184062]]];1;06/02/2019;4;sen12floods_s1_labels_4_2019_02_06;4;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_4_2019_02_06;'4;20190206;['sen12flood\\4\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VH.tif', 'sen12flood\\4\\S1A_IW_GRDH_1SDV_20190206T084322_20190206T084356_025806_02DECC_48D4_corrected_VV.tif'];-19.2072468586705;146.63222808279338;28.8;24.7;26.3;34.3;24.7;27.9;24.8;91.9;41.963;100.0;12.5;['rain'];;;;29.5;96.7;999.5;60.3;7.3;;;;06:01:09;1549396869;18:53:36;1549443216;0.04;Rain, Partially cloudy;Partly cloudy throughout the day with rain.;rain;['YBTL', '94294099999', '95293099999', '95291099999'];obs;Australia/Brisbane;4
2797;[[[48.696288, 30.590219], [48.697379, 30.544055], [48.750717, 30.544987], [48.749651, 30.591154], [48.696288, 30.590219]]];0;13/03/2019;-9;sen12floods_s1_labels_0247_2019_03_13;247;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0247_2019_03_13;'0247;20190313;['sen12flood\\0247\\S1A_IW_GRDH_1SDV_20190313T145036_20190313T145101_026321_02F14F_426A_corrected_VH.tif', 'sen12flood\\0247\\S1A_IW_GRDH_1SDV_20190313T145036_20190313T145101_026321_02F14F_426A_corrected_VV.tif', 'sen12flood\\0247\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VH.tif', 'sen12flood\\0247\\S1A_IW_GRDH_1SDV_20190313T145101_20190313T145126_026321_02F14F_AFC8_corrected_VV.tif'];30.56760556139105;48.72350895446541;25.7;12.0;18.6;25.7;12.0;18.6;7.6;52.1;;0.0;0.0;;;;;15.5;179.6;1018.0;23.6;9.0;;;;06:28:04;1552445884;18:21:43;1552488703;0.23;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', '40831099999', '40691099999', '40780199999', 'OIAA'];obs;Asia/Tehran;247
2798;[[[36.75432, -17.876786], [36.755293, -17.922964], [36.803531, -17.922025], [36.802546, -17.875849], [36.75432, -17.876786]]];1;15/03/2019;-90;sen12floods_s1_labels_0166_2019_03_15;166;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0166_2019_03_15;'0166;20190315;['sen12flood\\0166\\S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB_corrected_VH.tif', 'sen12flood\\0166\\S1A_IW_GRDH_1SDV_20190315T155952_20190315T160020_026350_02F279_65CB_corrected_VV.tif', 'sen12flood\\0166\\S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2_corrected_VH.tif', 'sen12flood\\0166\\S1B_IW_GRDH_1SDV_20190315T025918_20190315T025947_015359_01CC23_D3B2_corrected_VV.tif'];-17.899406963369657;36.7789223666538;32.0;28.0;30.5;40.7;32.7;37.2;25.3;74.2;0.0;0.0;0.0;;;;;16.6;64.6;1008.8;70.5;12.8;;;;05:35:26;1552620926;17:48:05;1552664885;0.3;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQQL', '67283099999'];obs;Africa/Maputo;166
2799;[[[48.688579, 30.913361], [48.689688, 30.867199], [48.743203, 30.868143], [48.74212, 30.914307], [48.688579, 30.913361]]];0;20/04/2019;-23;sen12floods_s1_labels_0233_2019_04_20;233;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0233_2019_04_20;'0233;20190420;['sen12flood\\0233\\S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983_corrected_VH.tif', 'sen12flood\\0233\\S1B_IW_GRDH_1SDV_20190420T024547_20190420T024612_015884_01DD6F_1983_corrected_VV.tif'];30.89075437380759;48.71589760441566;31.1;19.4;25.7;29.3;19.4;25.2;9.6;38.8;;0.0;0.0;;;;29.5;21.2;334.2;1008.5;30.7;10.0;;;;06:42:29;1555726349;19:46:15;1555773375;0.53;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40831099999', '40780199999', 'OIAA'];obs;Asia/Tehran;233
2800;[[[36.75335, -17.830607], [36.75432, -17.876786], [36.802546, -17.875849], [36.801563, -17.829673], [36.75335, -17.830607]]];1;26/03/2019;54;sen12floods_s1_labels_54_2019_03_26;54;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_54_2019_03_26;'54;20190326;['sen12flood\\54\\S1A_IW_GRDH_1SDV_20190326T030815_20190326T030840_026503_02F802_C26D_corrected_VH.tif', 'sen12flood\\54\\S1A_IW_GRDH_1SDV_20190326T030815_20190326T030840_026503_02F802_C26D_corrected_VV.tif', 'sen12flood\\54\\S1B_IW_GRDH_1SDV_20190326T160722_20190326T160747_015527_01D1AB_FE74_corrected_VH.tif', 'sen12flood\\54\\S1B_IW_GRDH_1SDV_20190326T160722_20190326T160747_015527_01D1AB_FE74_corrected_VV.tif'];-17.853229796728577;36.77794453302666;32.1;24.0;27.3;35.8;24.0;29.1;22.9;78.3;0.0;0.0;0.0;;;;;14.8;180.7;1012.2;26.0;14.6;;;;05:37:48;1553571468;17:39:14;1553614754;0.67;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['FQQL', '67283099999'];obs;Africa/Maputo;54
2801;[[[30.982418, -17.793405], [30.981898, -17.839655], [31.03019, -17.840149], [31.030698, -17.793897], [30.982418, -17.793405]]];0;23/01/2019;36;sen12floods_s1_labels_0036_2019_01_23;36;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0036_2019_01_23;'0036;20190123;['sen12flood\\0036\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VH.tif', 'sen12flood\\0036\\S1B_IW_GRDH_1SDV_20190123T162344_20190123T162409_014623_01B40F_3BD7_corrected_VV.tif'];-17.816777461188074;31.006301152658665;24.1;19.1;22.2;24.1;19.1;22.2;16.7;71.8;;0.0;0.0;;;;;9.4;165.4;1017.7;90.4;14.4;;;;05:37:48;1548214668;18:37:27;1548261447;0.57;Overcast;Cloudy skies throughout the day.;cloudy;['67775099999', '67785099999', '67877099999'];obs;Africa/Harare;36
2802;[[[48.737761, 31.098958], [48.738855, 31.052796], [48.792475, 31.053725], [48.791408, 31.099889], [48.737761, 31.098958]]];0;12/04/2019;-30;sen12floods_s1_labels_0226_2019_04_12;226;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_0226_2019_04_12;'0226;20190412;['sen12flood\\0226\\S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C_corrected_VH.tif', 'sen12flood\\0226\\S1B_IW_GRDH_1SDV_20190412T145023_20190412T145048_015775_01D9BD_4A6C_corrected_VV.tif'];31.07634394174338;48.7651248528608;30.1;18.4;23.7;29.1;18.4;23.5;14.2;57.6;;0.0;0.0;;;;;24.4;38.5;1009.1;46.9;9.5;;;;06:51:07;1555035667;19:41:01;1555081861;0.25;Partially cloudy;Partly cloudy throughout the day.;partly-cloudy-day;['OIAM', 'OIAW', '40811099999', '40780199999'];obs;Asia/Tehran;226
2803;[[[-1.734515, 6.638634], [-1.734633, 6.592329], [-1.688329, 6.592209], [-1.688206, 6.638513], [-1.734515, 6.638634]]];0;16/12/2018;57;sen12floods_s1_labels_57_2018_12_16;57;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_57_2018_12_16;'57;20181216;['sen12flood\\57\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VH.tif', 'sen12flood\\57\\S1B_IW_GRDH_1SDV_20181216T182549_20181216T182614_014071_01A1FF_D127_corrected_VV.tif'];6.615421667076738;-1.71142083116725;33.6;24.9;29.1;35.8;24.9;30.8;21.8;67.5;;0.0;0.0;;;;;11.2;291.8;1013.4;51.7;7.2;;;;06:10:15;1544940615;17:54:39;1544982879;0.3;Partially cloudy;Clearing in the afternoon.;partly-cloudy-day;['65442099999'];obs;Africa/Accra;57
2804;[[[32.671636, -19.901546], [32.671541, -19.947814], [32.72047, -19.947897], [32.720551, -19.90163], [32.671636, -19.901546]]];1;12/04/2019;61;sen12floods_s1_labels_61_2019_04_12;61;../input/sen12flood/sen12flood/sen12floods_s1_source/sen12floods_s1_source//sen12floods_s1_source_61_2019_04_12;'61;20190412;['sen12flood\\61\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VH.tif', 'sen12flood\\61\\S1A_IW_GRDH_1SDV_20190412T031706_20190412T031731_026751_030125_194F_corrected_VV.tif'];-19.92472285305605;32.69604940768209;0.0;0.0;;0.0;0.0;;;;;;0.0;;;;;;;;;;;;;05:59:00;1555041540;17:40:54;1555083654;0.25;;;;;;Africa/Harare;61
